key                             	DMIN	DMAX	AC	LEVEL	STR	DEX	MAG	VIT	DUR
ITEM_XBAT_08                    	     7	    17	     0	    34	     0	     0	   120	     0	    40
ITEM_XBAT_09                    	     8	    19	     0	    38	     0	     0	   130	     0	    45
ITEM_XBAT_10                    	     9	    21	     0	    40	     0	     0	   140	     0	    50
ITEM_XBOU_01                    	     0	     0	     4	     0	     0	     0	     0	     0	    15
ITEM_XBOU_02                    	     0	     0	     8	     8	    40	     0	     0	     0	    20
ITEM_XBOU_03                    	     0	     0	    12	    16	    55	     0	     0	     0	    25
ITEM_XBOU_04                    	     0	     0	    16	    24	    60	     0	     0	     0	    30
ITEM_XBOU_05                    	     0	     0	    20	    32	    50	     0	     0	     0	    35
ITEM_XBOU_06                    	     0	     0	    24	    40	   110	    20	     0	     0	    40
ITEM_XBOU_07                    	     0	     0	    28	    48	   120	    30	     0	     0	    45
ITEM_XBOU_08                    	     0	     0	    32	    56	   160	    40	     0	     0	    50
ITEM_XDAJ_01                    	     1	     3	     0	     0	     0	    20	     0	     0	    10
ITEM_XDAJ_02                    	     2	     4	     0	     2	     0	    20	     0	     0	    15
ITEM_XDAJ_03                    	     3	     5	     0	     3	     0	    20	     0	     0	    20
ITEM_XDAJ_04                    	     4	     6	     0	     4	     0	    30	     0	     0	    20
ITEM_XDAJ_05                    	     5	     7	     0	     5	     0	    30	     0	     0	    25
ITEM_XEP1_01                    	     1	     5	     0	     0	    20	     0	     0	     0	    10
ITEM_XEP1_02                    	     3	    10	     0	     4	    30	     0	     0	     0	    15
ITEM_XEP1_03                    	     6	    15	     0	     8	    40	     0	     0	     0	    15
ITEM_XEP1_04                    	     9	    20	     0	    10	    50	     0	     0	     0	    20
ITEM_XEP1_05                    	    12	    25	     0	    14	    30	     0	     0	     0	    25
ITEM_XEP1_06                    	    15	    30	     0	    18	    70	     0	     0	     0	    30
ITEM_XEP1_07                    	    18	    35	     0	    25	    80	     0	     0	     0	    30
ITEM_XEP1_08                    	    21	    40	     0	    30	    90	     0	     0	     0	    35
ITEM_XEP1_09                    	    24	    45	     0	    35	   100	     0	     0	     0	    30
ITEM_XEP1_10                    	    27	    50	     0	    40	   110	     0	     0	     0	    40
ITEM_XEP1_11                    	    30	    55	     0	    45	   120	     0	     0	     0	    45
ITEM_XEP1_12                    	    33	    60	     0	    50	   130	     0	     0	     0	    50
ITEM_XEP2_01                    	    24	    32	     0	    20	    80	     0	     0	     0	    30
ITEM_XEP2_02                    	    30	    40	     0	    26	    90	     0	     0	     0	    35
ITEM_XEP2_03                    	    36	    48	     0	    30	   110	     0	     0	     0	    40
ITEM_XEP2_04                    	    42	    56	     0	    36	   120	     0	     0	     0	    45
ITEM_XEP2_05                    	    48	    64	     0	    40	   140	     0	     0	     0	    60
ITEM_XEP2_06                    	    54	    72	     0	    42	   140	     0	     0	     0	    70
ITEM_XEP2_07                    	    60	    80	     0	    46	   150	     0	     0	     0	    75
ITEM_XEP2_08                    	    66	    88	     0	    50	   170	     0	     0	     0	    80
ITEM_XEP2_09                    	    72	    96	     0	    54	   180	     0	     0	     0	    90
ITEM_XFAU_01                    	    24	    42	     0	    44	     0	     0	     0	   150	    58
ITEM_XFAU_02                    	    28	    49	     0	    48	     0	     0	     0	   160	    62
ITEM_XFAU_03                    	    32	    56	     0	    52	     0	     0	     0	   170	    66
ITEM_XFAU_04                    	    36	    63	     0	    54	     0	     0	     0	   180	    68
ITEM_XFAU_05                    	    40	    70	     0	    56	     0	     0	     0	   180	    72
ITEM_XGOU_01                    	     1	     3	     0	     0	     0	     0	     0	     0	    10
ITEM_XGOU_02                    	     3	     6	     0	     1	     0	     0	     0	    20	    10
ITEM_XGOU_03                    	     5	     9	     0	     4	     0	     0	     0	    30	    16
ITEM_XGOU_04                    	     7	    12	     0	     6	     0	     0	     0	    30	    20
ITEM_XGOU_05                    	     9	    15	     0	    12	     0	     0	     0	    50	    26
ITEM_XGOU_06                    	    11	    18	     0	    16	     0	     0	     0	    60	    30
ITEM_XGOU_07                    	    13	    21	     0	    22	     0	     0	     0	    80	    36
ITEM_XGOU_08                    	    15	    24	     0	    26	     0	     0	     0	    90	    40
ITEM_XGOU_09                    	    17	    27	     0	    30	     0	     0	     0	   110	    44
ITEM_XGOU_10                    	    19	    30	     0	    36	     0	     0	     0	   120	    50
ITEM_XHA1_01                    	     3	     9	     0	     2	    20	     0	     0	     0	    10
ITEM_XHA1_02                    	     4	    15	     0	     6	    30	     0	     0	     0	    15
ITEM_XHA1_03                    	     5	    21	     0	    12	    50	     0	     0	     0	    20
ITEM_XHA1_04                    	     6	    27	     0	    16	    30	     0	     0	     0	    25
ITEM_XHA2_01                    	    20	    75	     0	    44	   150	     0	     0	     0	    70
ITEM_XHA2_02                    	    24	    84	     0	    48	   160	     0	     0	     0	    80
ITEM_XHA2_03                    	    28	    93	     0	    52	   170	     0	     0	     0	    85
ITEM_XHA2_04                    	    32	   102	     0	    56	   200	     0	     0	     0	   100
ITEM_XHAJ_01                    	    15	    20	     0	    22	     0	    80	     0	     0	    50
ITEM_XHAJ_02                    	    18	    23	     0	    28	     0	   100	     0	     0	    60
ITEM_XHAJ_03                    	    21	    26	     0	    30	     0	   110	     0	     0	    70
ITEM_XHAJ_04                    	    24	    29	     0	    40	     0	   140	     0	     0	    80
ITEM_XHAJ_05                    	    27	    32	     0	    42	     0	   140	     0	     0	    90
ITEM_XHAL_01                    	     4	     7	     0	     2	     0	     0	     0	    20	    12
ITEM_XHAL_02                    	     8	    14	     0	     8	     0	     0	     0	    40	    22
ITEM_XHAL_03                    	    12	    21	     0	    20	     0	     0	     0	    80	    34
ITEM_XHAL_04                    	    16	    28	     0	    32	     0	     0	     0	   110	    46
ITEM_XHAL_05                    	    20	    35	     0	    40	     0	     0	     0	   140	    54
ITEM_XHELMP_01                  	     0	     0	     2	     0	     0	     0	     0	     0	    10
ITEM_XHELMP_02                  	     0	     0	     4	     8	     0	     0	     0	    40	    20
ITEM_XHELMP_03                  	     0	     0	     6	    16	     0	     0	     0	    55	    30
ITEM_XHELMP_04                  	     0	     0	     8	    24	     0	     0	     0	    60	    40
ITEM_XHELMP_05                  	     0	     0	    10	    32	     0	     0	     0	    50	    50
ITEM_XHELMP_06                  	     0	     0	    12	    40	     0	     0	     0	   110	    60
ITEM_XHELMP_07                  	     0	     0	    14	    48	     0	     0	     0	   120	    70
ITEM_XHELMP_08                  	     0	     0	    16	    56	     0	     0	     0	   160	    80
ITEM_XHELMS_01                  	     0	     0	     2	     0	     0	     0	     0	     0	    10
ITEM_XHELMS_02                  	     0	     0	     4	     8	     0	     0	    40	     0	    20
ITEM_XHELMS_03                  	     0	     0	     6	    16	     0	     0	    55	     0	    30
ITEM_XHELMS_04                  	     0	     0	     8	    24	     0	     0	    60	     0	    40
ITEM_XHELMS_05                  	     0	     0	    10	    32	     0	     0	    50	     0	    50
ITEM_XHELMS_06                  	     0	     0	    12	    40	     0	     0	   110	     0	    60
ITEM_XHELMS_07                  	     0	     0	    14	    48	     0	     0	   120	     0	    70
ITEM_XHELMS_08                  	     0	     0	    16	    56	     0	     0	   160	     0	    80
ITEM_XHELMV_01                  	     0	     0	     2	     0	     0	     0	     0	     0	    10
ITEM_XHELMV_02                  	     0	     0	     4	     8	     0	    40	     0	     0	    20
ITEM_XHELMV_03                  	     0	     0	     6	    16	     0	    55	     0	     0	    30
ITEM_XHELMV_04                  	     0	     0	     8	    24	     0	    60	     0	     0	    40
ITEM_XHELMV_05                  	     0	     0	    10	    32	     0	    50	     0	     0	    50
ITEM_XHELMV_06                  	     0	     0	    12	    40	     0	   110	     0	     0	    60
ITEM_XHELMV_07                  	     0	     0	    14	    48	     0	   120	     0	     0	    70
ITEM_XHELMV_08                  	     0	     0	    16	    56	     0	   160	     0	     0	    80
ITEM_XHELMW_01                  	     0	     0	     2	     0	     0	     0	     0	     0	    10
ITEM_XHELMW_02                  	     0	     0	     4	     8	    40	     0	     0	     0	    20
ITEM_XHELMW_03                  	     0	     0	     6	    16	    55	     0	     0	     0	    30
ITEM_XHELMW_04                  	     0	     0	     8	    24	    60	     0	     0	     0	    40
ITEM_XHELMW_05                  	     0	     0	    10	    32	    50	     0	     0	     0	    50
ITEM_XHELMW_06                  	     0	     0	    12	    40	   110	     0	     0	     0	    60
ITEM_XHELMW_07                  	     0	     0	    14	    48	   120	     0	     0	     0	    70
ITEM_XHELMW_08                  	     0	     0	    16	    56	   160	     0	     0	     0	    80
ITEM_XLAN_01                    	     4	     6	     0	    10	    25	     0	    50	     0	    20
ITEM_XLAN_02                    	     8	    12	     0	    24	    30	     0	    90	     0	    35
ITEM_XLAN_03                    	    12	    18	     0	    36	    30	     0	   120	     0	    45
ITEM_XLAN_04                    	    16	    24	     0	    42	    40	     0	   140	     0	    50
ITEM_XLAN_05                    	    20	    30	     0	    44	    45	     0	   150	     0	    55
ITEM_XMA1_01                    	     2	    10	     0	     5	     0	     0	     0	    30	    18
ITEM_XMA1_02                    	     4	    16	     0	    14	     0	     0	     0	    60	    28
ITEM_XMA1_03                    	     6	    22	     0	    24	     0	     0	     0	    90	    38
ITEM_XMA1_04                    	     8	    28	     0	    34	     0	     0	     0	   120	    48
ITEM_XMA1_05                    	    10	    34	     0	    38	     0	     0	     0	   130	    52
ITEM_XMA2_01                    	    16	    36	     0	    42	     0	     0	     0	   140	    56
ITEM_XMA2_02                    	    20	    45	     0	    46	     0	     0	     0	   150	    60
ITEM_XMA2_03                    	    24	    54	     0	    50	     0	     0	     0	   170	    64
ITEM_XMA2_04                    	    28	    63	     0	    55	     0	     0	     0	   180	    70
ITEM_XMA2_05                    	    32	    72	     0	    58	     0	     0	     0	   190	    74
ITEM_XMAS_01                    	     2	     9	     0	     3	     0	     0	     0	    20	    14
ITEM_XMAS_02                    	     4	    14	     0	    10	     0	     0	     0	    50	    24
ITEM_XMAS_03                    	     6	    19	     0	    18	     0	     0	     0	    70	    32
ITEM_XMAS_04                    	     8	    24	     0	    28	     0	     0	     0	   100	    42
ITEM_XMAS_05                    	    65	   121	     0	    60	   120	     0	     0	   200	    80
ITEM_XRING_01                   	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_XRING_02                   	     0	     0	     0	     6	     0	     0	     0	     0	     0
ITEM_XRING_03                   	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_XRING_04                   	     0	     0	     0	    12	     0	     0	     0	     0	     0
ITEM_XRING_05                   	     0	     0	     0	    15	     0	     0	     0	     0	     0
ITEM_XRING_06                   	     0	     0	     0	    18	     0	     0	     0	     0	     0
ITEM_XRING_07                   	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_XRING_08                   	     0	     0	     0	    24	     0	     0	     0	     0	     0
ITEM_XRING_09                   	     0	     0	     0	    28	     0	     0	     0	     0	     0
ITEM_XSCE_01                    	     1	     2	     0	     0	     0	     0	     0	     0	    10
ITEM_XSCE_02                    	     1	     3	     0	     4	     0	     0	    30	     0	    10
ITEM_XSCE_03                    	     2	     4	     0	     6	     0	     0	    30	     0	    15
ITEM_XSCE_04                    	     2	     5	     0	     8	     0	     0	    40	     0	    15
ITEM_XSCE_05                    	     3	     6	     0	    10	     0	     0	    50	     0	    20
ITEM_XSCE_06                    	     3	     7	     0	    12	     0	     0	    50	     0	    20
ITEM_XSCE_07                    	     4	     8	     0	    14	     0	     0	    60	     0	    25
ITEM_XSCE_08                    	     4	     9	     0	    16	     0	     0	    60	     0	    25
ITEM_XSCE_09                    	     5	    10	     0	    18	     0	     0	    70	     0	    25
ITEM_XSCE_10                    	     5	    11	     0	    20	     0	     0	    80	     0	    30
ITEM_XTRI_01                    	    24	    36	     0	    46	    40	     0	   150	     0	    60
ITEM_XTRI_02                    	    28	    42	     0	    48	    50	     0	   160	     0	    65
ITEM_XTRI_03                    	    32	    48	     0	    52	    60	     0	   170	     0	    70
ITEM_XTRI_04                    	    36	    54	     0	    56	    70	     0	   180	     0	    75
ITEM_XTRI_05                    	    40	    60	     0	    60	    80	     0	   200	     0	    80
ITEM_XUARC_01                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUARC_02                   	     2	     4	     0	    30	     0	    50	     0	     0	   100
ITEM_XUARC_03                   	    40	    50	     0	    30	     0	   100	     0	     0	   100
ITEM_XUARC_04                   	    40	    50	     0	    30	     0	   100	     0	     0	   100
ITEM_XUARC_05                   	    40	    50	     0	    30	     0	   100	     0	     0	   100
ITEM_XUBAT_01                   	    40	    50	     0	    30	     0	     0	   100	     0	   100
ITEM_XUBAT_02                   	    40	    50	     0	    30	     0	     0	   100	     0	   100
ITEM_XUBAT_03                   	    40	    50	     0	    30	     0	     0	   100	     0	   100
ITEM_XUBAT_04                   	    40	    50	     0	    30	     0	     0	   100	     0	   100
ITEM_XUBAT_05                   	    40	    50	     0	    30	     0	     0	   100	     0	   100
ITEM_XUDAJ_01                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUDAJ_02                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUDAJ_03                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUDAJ_04                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUDAJ_05                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUEP1_01                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_02                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_03                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_04                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_05                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_06                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_07                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP1_08                   	    40	    50	     0	    30	    80	     0	     0	     0	   100
ITEM_XUEP2_01                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUEP2_02                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUEP2_03                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUEP2_04                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUEP2_05                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUFAU_01                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUFAU_02                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUFAU_03                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUFAU_04                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUFAU_05                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUGOU_01                   	    30	    40	     0	    30	     0	     0	     0	     0	   100
ITEM_XUGOU_02                   	    30	    40	     0	    30	     0	     0	     0	     0	   100
ITEM_XUGOU_03                   	    30	    40	     0	    30	     0	     0	     0	     0	   100
ITEM_XUGOU_04                   	    30	    40	     0	    30	     0	     0	     0	     0	   100
ITEM_XUGOU_05                   	    30	    40	     0	    30	     0	     0	     0	     0	   100
ITEM_XUHA1_01                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUHA1_02                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUHA1_03                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUHA1_04                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUHA1_05                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUHA2_01                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUHA2_02                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUHA2_03                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUHA2_04                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUHA2_05                   	    40	    50	     0	    30	   100	     0	     0	     0	   100
ITEM_XUHAJ_01                   	     1	     4	     0	    30	    25	     0	     0	     0	   100
ITEM_XUHAJ_02                   	    40	    50	     0	    30	    25	     0	     0	     0	   100
ITEM_XUHAJ_03                   	    40	    50	     0	    30	    25	     0	     0	     0	   100
ITEM_XUHAJ_04                   	    40	    50	     0	    30	    25	     0	     0	     0	   100
ITEM_XUHAJ_05                   	    40	    50	     0	    30	    25	     0	     0	     0	   100
ITEM_XUHAL_01                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUHAL_02                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUHAL_03                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUHAL_04                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUHAL_05                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XULAN_01                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XULAN_02                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XULAN_03                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XULAN_04                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XULAN_05                   	    40	    50	     0	    30	     0	    25	     0	     0	   100
ITEM_XUMA1_01                   	    25	    35	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMA1_02                   	    25	    35	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMA1_03                   	    25	    35	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMA1_04                   	    25	    35	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMA1_05                   	    25	    35	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMA2_01                   	    40	    50	     0	    30	    70	     0	     0	     0	   100
ITEM_XUMA2_02                   	    40	    50	     0	    30	    70	     0	     0	     0	   100
ITEM_XUMA2_03                   	    40	    50	     0	    30	    70	     0	     0	     0	   100
ITEM_XUMA2_04                   	    40	    50	     0	    30	    70	     0	     0	     0	   100
ITEM_XUMA2_05                   	    40	    50	     0	    30	    70	     0	     0	     0	   100
ITEM_XUMAS_01                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMAS_02                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMAS_03                   	    40	    50	     0	    30	    50	     0	     0	     0	   100
ITEM_XUMAS_04                   	    40	    50	     0	    30	    60	     0	     0	     0	   100
ITEM_XUMAS_05                   	    40	    50	     0	    30	    60	     0	     0	     0	   100
ITEM_XUSCE_01                   	    40	    50	     0	    30	     0	     0	     0	     0	   100
ITEM_XUSCE_02                   	    40	    50	     0	    30	     0	     0	     0	     0	   100
ITEM_XUSCE_03                   	    40	    50	     0	    30	     0	     0	     0	     0	   100
ITEM_XUSCE_04                   	    40	    50	     0	    30	     0	     0	     0	     0	   100
ITEM_XUSCE_05                   	    40	    50	     0	    30	     0	     0	     0	     0	   100
ITEM_XUTRI_01                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUTRI_02                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUTRI_03                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUTRI_04                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEM_XUTRI_05                   	    40	    50	     0	    30	     0	    50	     0	     0	   100
ITEPEEMAUDITE                   	    30	    35	     0	     0	     0	     0	     0	     0	    -1
ITFEE                           	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITFLEUR                         	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITFLEURORAGE                    	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITGEM                           	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITGRIFFE                        	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITHARPE                         	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITKALIBA                        	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITKEY                           	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITKEYGRISE                      	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITLOUPE                         	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITMIROIR                        	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITMIROIR2                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILA_D                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILA_G                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILB_D                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILB_G                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILO_D                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITOEILO_G                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITPARTITION                     	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITPCOIN                         	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITPOISSON                       	     0	     0	     0	     0	     0	     0	     0	     0	   100
ITPRISME                        	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITRINGCURSED                    	     0	     0	     0	    20	     0	     0	     0	     0	     0
ITROLANDHELM                    	     0	     0	     6	     0	     0	     0	     0	     0	    60
ITROLANDHORN                    	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITROSEAU1                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITROSEAU2                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITROSEAU3                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITROSEAU4                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITROSEAU5                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITSPHEREFIRE                    	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITSPHEREICE                     	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITSTATUETTE                     	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITSWORDELWON                    	     8	    12	     0	    14	     0	     0	     0	     0	    55
ITSWORDHORGAN                   	    24	    32	     0	     3	     0	     0	     0	     0	    25
ITSYMBOL1                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITSYMBOL2                       	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITTENUSPOT                      	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITVASE                          	     0	     0	     0	     0	     0	     0	     0	     0	     0
RINGU1                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU10                         	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU11                         	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU12                         	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU13                         	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU14                         	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU2                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU3                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU4                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU5                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU6                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU7                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU8                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
RINGU9                          	     0	     0	     0	     3	     0	     0	     0	     0	     0
TBOW                            	     0	     0	     0	  1000	     0	     0	     0	     0	   100
TDAGUE                          	     0	     0	     0	  1000	     0	     0	     0	     0	   100
TEPEE1                          	     2	     4	     0	  1000	     0	     0	     0	     0	   100
TEPEE2                          	     6	     8	     0	  1000	     0	     0	     0	     0	   100
THACHETTE                       	     0	     0	     0	  1000	     0	     0	     0	     0	   100
TOWNPORTAL                      	     0	     0	     0	     0	     0	     0	     0	     0	     0
TSEPTRE                         	     2	     4	     0	  1000	     0	     0	     0	     0	   100
